Temporada,Jornada,Fecha,Hora,Equipo Local,Equipo Visitante,Resultado,Arbitro
2014-15,37,DOM 17.05.2015,19:00,Atlético de Madrid,FC Barcelona,0-1,Alberto Undiano Mallenco
2014-15,37,DOM 17.05.2015,19:00,Elche CF,Athletic Club,2-3,Alejandro José Hernández Hernández
2014-15,37,DOM 17.05.2015,19:00,RCD Espanyol de Barcelona,Real Madrid,1-4,Juan Martínez Munuera
2014-15,37,DOM 17.05.2015,19:00,Getafe CF,SD Eibar,1-1,Carlos Clos Gómez
2014-15,37,DOM 17.05.2015,19:00,Real Sociedad,Granada CF,0-3,Xavier Estrada Fernández
2014-15,37,DOM 17.05.2015,19:00,Sevilla FC,UD Almería,2-1,Iñaki Vicandi Garrido
2014-15,37,DOM 17.05.2015,19:00,Valencia CF,RC Celta,1-1,Jesús Gil Manzano
2014-15,37,DOM 17.05.2015,19:00,Villarreal CF,Málaga CF,2-1,Carlos Velasco Carballo
2014-15,37,DOM 17.05.2015,19:00,Córdoba CF,Rayo Vallecano,1-2,Antonio Miguel Mateu Lahoz
2014-15,37,DOM 17.05.2015,19:00,RC Deportivo,Levante UD,2-0,José Luis González González
2014-15,38,SAB 23.05.2015,16:30,Levante UD,Elche CF,0-0,Mario Melero López
2014-15,38,SAB 23.05.2015,18:30,UD Almería,Valencia CF,2-3,Alejandro José Hernández Hernández
2014-15,38,SAB 23.05.2015,18:30,Athletic Club,Villarreal CF,4-0,Eduardo Prieto Iglesias
2014-15,38,SAB 23.05.2015,18:30,FC Barcelona,RC Deportivo,2-2,Carlos Clos Gómez
2014-15,38,SAB 23.05.2015,18:30,RC Celta,RCD Espanyol de Barcelona,3-2,Carlos Del Cerro Grande
2014-15,38,SAB 23.05.2015,18:30,Granada CF,Atlético de Madrid,0-0,José Luis González González
2014-15,38,SAB 23.05.2015,18:30,Málaga CF,Sevilla FC,2-2,Ignacio Iglesias Villanueva
2014-15,38,SAB 23.05.2015,18:30,Rayo Vallecano,Real Sociedad,2-4,Fernando Teixeira Vitienes
2014-15,38,SAB 23.05.2015,18:30,SD Eibar,Córdoba CF,3-0,Alfonso J. Álvarez Izquierdo
2014-15,38,SAB 23.05.2015,20:30,Real Madrid,Getafe CF,7-3,José Antonio Teixeira Vitienes
2015-16,1,VIE 21.08.2015,20:30,Málaga CF,Sevilla FC,0-0,Alfonso J. Álvarez Izquierdo
2015-16,1,SAB 22.08.2015,18:30,RCD Espanyol de Barcelona,Getafe CF,1-0,Jesús Gil Manzano
2015-16,1,SAB 22.08.2015,18:30,RC Deportivo,Real Sociedad,0-0,Antonio Miguel Mateu Lahoz
2015-16,1,SAB 22.08.2015,20:30,Atlético de Madrid,UD Las Palmas,1-0,Eduardo Prieto Iglesias
2015-16,1,SAB 22.08.2015,22:30,Rayo Vallecano,Valencia CF,0-0,Alberto Undiano Mallenco
2015-16,1,DOM 23.08.2015,18:30,Athletic Club,FC Barcelona,0-1,Carlos Del Cerro Grande
2015-16,1,DOM 23.08.2015,20:30,Real Sporting,Real Madrid,0-0,Xavier Estrada Fernández
2015-16,1,DOM 23.08.2015,22:00,Levante UD,RC Celta,1-2,Ricardo De Burgos Bengoetxea
2015-16,1,DOM 23.08.2015,22:30,Real Betis,Villarreal CF,1-1,Iñaki Vicandi Garrido
2015-16,1,LUN 24.08.2015,20:30,Granada CF,SD Eibar,1-3,Ignacio Iglesias Villanueva
2015-16,2,VIE 28.08.2015,20:30,Villarreal CF,RCD Espanyol de Barcelona,3-1,Carlos Velasco Carballo
2015-16,2,SAB 29.08.2015,18:30,Real Sociedad,Real Sporting,0-0,José María Sánchez Martínez
2015-16,2,SAB 29.08.2015,20:30,FC Barcelona,Málaga CF,1-0,Santiago Jaime Latre
2015-16,2,SAB 29.08.2015,22:00,RC Celta,Rayo Vallecano,3-0,Juan Martínez Munuera
2015-16,2,SAB 29.08.2015,22:30,Real Madrid,Real Betis,5-0,Alejandro José Hernández Hernández
2015-16,2,DOM 30.08.2015,18:30,SD Eibar,Athletic Club,2-0,David Fernández Borbalán
2015-16,2,DOM 30.08.2015,20:30,Sevilla FC,Atlético de Madrid,0-3,Carlos Clos Gómez
2015-16,2,DOM 30.08.2015,20:30,Valencia CF,RC Deportivo,1-1,José Luis González González
2015-16,2,DOM 30.08.2015,22:30,Getafe CF,Granada CF,1-2,Eduardo Prieto Iglesias
2015-16,2,DOM 30.08.2015,22:30,UD Las Palmas,Levante UD,0-0,Pedro Jesús Pérez Montero
2015-16,3,VIE 11.09.2015,20:30,Levante UD,Sevilla FC,1-1,Ignacio Iglesias Villanueva
2015-16,3,SAB 12.09.2015,16:00,RCD Espanyol de Barcelona,Real Madrid,0-6,Iñaki Vicandi Garrido
2015-16,3,SAB 12.09.2015,18:15,Real Sporting,Valencia CF,0-1,Carlos Del Cerro Grande
2015-16,3,SAB 12.09.2015,20:30,Atlético de Madrid,FC Barcelona,1-2,Antonio Miguel Mateu Lahoz
2015-16,3,SAB 12.09.2015,22:00,Real Betis,Real Sociedad,1-0,Alfonso J. Álvarez Izquierdo
2015-16,3,DOM 13.09.2015,12:00,Granada CF,Villarreal CF,1-3,Jesús Gil Manzano
2015-16,3,DOM 13.09.2015,16:00,Athletic Club,Getafe CF,3-1,Pedro Jesús Pérez Montero
2015-16,3,DOM 13.09.2015,18:15,RC Celta,UD Las Palmas,3-3,Xavier Estrada Fernández
2015-16,3,DOM 13.09.2015,20:30,Málaga CF,SD Eibar,0-0,Alberto Undiano Mallenco
2015-16,3,LUN 14.09.2015,20:30,Rayo Vallecano,RC Deportivo,1-3,Ricardo De Burgos Bengoetxea
2015-16,4,VIE 18.09.2015,20:30,Getafe CF,Málaga CF,1-0,José María Sánchez Martínez
2015-16,4,SAB 19.09.2015,16:00,Real Madrid,Granada CF,1-0,Juan Martínez Munuera
2015-16,4,SAB 19.09.2015,18:15,Valencia CF,Real Betis,0-0,Carlos Velasco Carballo
2015-16,4,SAB 19.09.2015,20:30,SD Eibar,Atlético de Madrid,0-2,Alejandro José Hernández Hernández
2015-16,4,SAB 19.09.2015,22:00,Real Sociedad,RCD Espanyol de Barcelona,2-3,Pedro Jesús Pérez Montero
2015-16,4,DOM 20.09.2015,12:00,Sevilla FC,RC Celta,1-2,Santiago Jaime Latre
2015-16,4,DOM 20.09.2015,16:00,RC Deportivo,Real Sporting,2-3,Eduardo Prieto Iglesias
2015-16,4,DOM 20.09.2015,18:15,Villarreal CF,Athletic Club,3-1,Carlos Clos Gómez
2015-16,4,DOM 20.09.2015,20:30,FC Barcelona,Levante UD,4-1,David Fernández Borbalán
2015-16,4,DOM 20.09.2015,20:30,UD Las Palmas,Rayo Vallecano,0-1,José Luis González González
2015-16,5,MAR 22.09.2015,20:00,Atlético de Madrid,Getafe CF,2-0,Alfonso J. Álvarez Izquierdo
2015-16,5,MAR 22.09.2015,20:00,RCD Espanyol de Barcelona,Valencia CF,1-0,Ignacio Iglesias Villanueva
2015-16,5,MAR 22.09.2015,22:00,Granada CF,Real Sociedad,0-3,Xavier Estrada Fernández
2015-16,5,MIE 23.09.2015,20:00,RC Celta,FC Barcelona,4-1,Alberto Undiano Mallenco
2015-16,5,MIE 23.09.2015,20:00,Levante UD,SD Eibar,2-2,Carlos Velasco Carballo
2015-16,5,MIE 23.09.2015,20:00,Rayo Vallecano,Real Sporting,2-1,Iñaki Vicandi Garrido
2015-16,5,MIE 23.09.2015,21:00,Athletic Club,Real Madrid,1-2,Antonio Miguel Mateu Lahoz
2015-16,5,MIE 23.09.2015,22:00,Málaga CF,Villarreal CF,0-1,Ricardo De Burgos Bengoetxea
2015-16,5,MIE 23.09.2015,22:00,UD Las Palmas,Sevilla FC,2-0,Carlos Del Cerro Grande
2015-16,5,JUE 24.09.2015,22:05,Real Betis,RC Deportivo,1-2,Jesús Gil Manzano
2015-16,6,VIE 25.09.2015,20:30,Valencia CF,Granada CF,1-0,Carlos Clos Gómez
2015-16,6,SAB 26.09.2015,16:00,FC Barcelona,UD Las Palmas,2-1,Ricardo De Burgos Bengoetxea
2015-16,6,SAB 26.09.2015,18:15,Real Madrid,Málaga CF,0-0,José Luis González González
2015-16,6,SAB 26.09.2015,20:30,Sevilla FC,Rayo Vallecano,3-2,Alejandro José Hernández Hernández
2015-16,6,SAB 26.09.2015,20:30,Villarreal CF,Atlético de Madrid,1-0,David Fernández Borbalán
2015-16,6,SAB 26.09.2015,22:05,SD Eibar,RC Celta,1-1,Pedro Jesús Pérez Montero
2015-16,6,DOM 27.09.2015,12:00,Real Sporting,Real Betis,1-2,Juan Martínez Munuera
2015-16,6,DOM 27.09.2015,16:00,RC Deportivo,RCD Espanyol de Barcelona,3-0,José María Sánchez Martínez
2015-16,6,DOM 27.09.2015,18:15,Getafe CF,Levante UD,3-0,Santiago Jaime Latre
2015-16,6,DOM 27.09.2015,20:30,Real Sociedad,Athletic Club,0-0,Carlos Velasco Carballo
2015-16,7,VIE 02.10.2015,20:30,RC Celta,Getafe CF,0-0,Eduardo Prieto Iglesias
2015-16,7,SAB 03.10.2015,16:00,Sevilla FC,FC Barcelona,2-1,Jesús Gil Manzano
2015-16,7,SAB 03.10.2015,18:15,Granada CF,RC Deportivo,1-1,Iñaki Vicandi Garrido
2015-16,7,SAB 03.10.2015,20:30,RCD Espanyol de Barcelona,Real Sporting,1-2,Carlos Clos Gómez
2015-16,7,SAB 03.10.2015,22:00,UD Las Palmas,SD Eibar,0-2,Antonio Miguel Mateu Lahoz
2015-16,7,SAB 03.10.2015,22:05,Málaga CF,Real Sociedad,3-1,Carlos Del Cerro Grande
2015-16,7,DOM 04.10.2015,12:00,Rayo Vallecano,Real Betis,0-2,Ignacio Iglesias Villanueva
2015-16,7,DOM 04.10.2015,16:00,Athletic Club,Valencia CF,3-1,Xavier Estrada Fernández
2015-16,7,DOM 04.10.2015,18:15,Levante UD,Villarreal CF,1-0,Alfonso J. Álvarez Izquierdo
2015-16,7,DOM 04.10.2015,20:30,Atlético de Madrid,Real Madrid,1-1,Alberto Undiano Mallenco
2015-16,8,SAB 17.10.2015,16:00,Real Madrid,Levante UD,3-0,José María Sánchez Martínez
2015-16,8,SAB 17.10.2015,18:15,SD Eibar,Sevilla FC,1-1,Juan Martínez Munuera
2015-16,8,SAB 17.10.2015,20:30,FC Barcelona,Rayo Vallecano,5-2,Pedro Jesús Pérez Montero
2015-16,8,SAB 17.10.2015,22:00,Valencia CF,Málaga CF,3-0,Alejandro José Hernández Hernández
2015-16,8,SAB 17.10.2015,22:05,Real Betis,RCD Espanyol de Barcelona,1-3,Ricardo De Burgos Bengoetxea
2015-16,8,DOM 18.10.2015,12:00,Villarreal CF,RC Celta,1-2,José Luis González González
2015-16,8,DOM 18.10.2015,16:00,Real Sociedad,Atlético de Madrid,0-2,Ignacio Iglesias Villanueva
2015-16,8,DOM 18.10.2015,18:15,Getafe CF,UD Las Palmas,4-0,David Fernández Borbalán
2015-16,8,DOM 18.10.2015,20:30,RC Deportivo,Athletic Club,2-2,Santiago Jaime Latre
2015-16,8,LUN 19.10.2015,20:30,Real Sporting,Granada CF,3-3,Alfonso J. Álvarez Izquierdo
2015-16,9,VIE 23.10.2015,20:30,Rayo Vallecano,RCD Espanyol de Barcelona,3-0,Eduardo Prieto Iglesias
2015-16,9,SAB 24.10.2015,16:00,RC Celta,Real Madrid,1-3,Carlos Clos Gómez
2015-16,9,SAB 24.10.2015,18:15,Granada CF,Real Betis,1-1,Antonio Miguel Mateu Lahoz
2015-16,9,SAB 24.10.2015,20:30,Sevilla FC,Getafe CF,5-0,Iñaki Vicandi Garrido
2015-16,9,SAB 24.10.2015,22:05,Málaga CF,RC Deportivo,2-0,Carlos Velasco Carballo
2015-16,9,DOM 25.10.2015,12:00,Levante UD,Real Sociedad,0-4,Alberto Undiano Mallenco
2015-16,9,DOM 25.10.2015,16:00,UD Las Palmas,Villarreal CF,0-0,Xavier Estrada Fernández
2015-16,9,DOM 25.10.2015,18:15,FC Barcelona,SD Eibar,3-1,Carlos Del Cerro Grande
2015-16,9,DOM 25.10.2015,20:30,Atlético de Madrid,Valencia CF,2-1,Jesús Gil Manzano
2015-16,9,LUN 26.10.2015,20:30,Athletic Club,Real Sporting,3-0,Ignacio Iglesias Villanueva
2015-16,10,VIE 30.10.2015,20:30,RC Deportivo,Atlético de Madrid,1-1,Pedro Jesús Pérez Montero
2015-16,10,SAB 31.10.2015,16:00,Real Madrid,UD Las Palmas,3-1,Santiago Jaime Latre
2015-16,10,SAB 31.10.2015,18:15,Valencia CF,Levante UD,3-0,Ricardo De Burgos Bengoetxea
2015-16,10,SAB 31.10.2015,18:15,Villarreal CF,Sevilla FC,2-1,José María Sánchez Martínez
2015-16,10,SAB 31.10.2015,20:30,Getafe CF,FC Barcelona,0-2,Juan Martínez Munuera
2015-16,10,SAB 31.10.2015,22:05,Real Sociedad,RC Celta,2-3,David Fernández Borbalán
2015-16,10,DOM 01.11.2015,12:00,SD Eibar,Rayo Vallecano,1-0,Alfonso J. Álvarez Izquierdo
2015-16,10,DOM 01.11.2015,16:00,RCD Espanyol de Barcelona,Granada CF,1-1,Alejandro José Hernández Hernández
2015-16,10,DOM 01.11.2015,18:15,Real Sporting,Málaga CF,1-0,Antonio Miguel Mateu Lahoz
2015-16,10,DOM 01.11.2015,20:30,Real Betis,Athletic Club,1-3,José Luis González González
2015-16,11,VIE 06.11.2015,20:30,UD Las Palmas,Real Sociedad,2-0,Carlos Velasco Carballo
2015-16,11,SAB 07.11.2015,16:00,RC Celta,Valencia CF,1-5,Iñaki Vicandi Garrido
2015-16,11,SAB 07.11.2015,18:15,Levante UD,RC Deportivo,1-1,Carlos Del Cerro Grande
2015-16,11,SAB 07.11.2015,20:30,Rayo Vallecano,Granada CF,2-1,Jesús Gil Manzano
2015-16,11,SAB 07.11.2015,20:30,SD Eibar,Getafe CF,3-1,Ignacio Iglesias Villanueva
2015-16,11,SAB 07.11.2015,22:05,Málaga CF,Real Betis,0-1,Eduardo Prieto Iglesias
2015-16,11,DOM 08.11.2015,12:00,Athletic Club,RCD Espanyol de Barcelona,2-1,Alberto Undiano Mallenco
2015-16,11,DOM 08.11.2015,16:00,FC Barcelona,Villarreal CF,3-0,Carlos Clos Gómez
2015-16,11,DOM 08.11.2015,18:15,Atlético de Madrid,Real Sporting,1-0,Xavier Estrada Fernández
2015-16,11,DOM 08.11.2015,20:30,Sevilla FC,Real Madrid,3-2,José Luis González González
2015-16,12,SAB 21.11.2015,16:00,Real Sociedad,Sevilla FC,2-0,Antonio Miguel Mateu Lahoz
2015-16,12,SAB 21.11.2015,18:15,Real Madrid,FC Barcelona,0-4,David Fernández Borbalán
2015-16,12,SAB 21.11.2015,20:30,RCD Espanyol de Barcelona,Málaga CF,2-0,Juan Martínez Munuera
2015-16,12,SAB 21.11.2015,22:00,Valencia CF,UD Las Palmas,1-1,Pedro Jesús Pérez Montero
2015-16,12,SAB 21.11.2015,22:05,RC Deportivo,RC Celta,2-0,Alfonso J. Álvarez Izquierdo
2015-16,12,DOM 22.11.2015,12:00,Real Sporting,Levante UD,0-3,Mario Melero López
2015-16,12,DOM 22.11.2015,16:00,Villarreal CF,SD Eibar,1-1,Eduardo Prieto Iglesias
2015-16,12,DOM 22.11.2015,18:15,Granada CF,Athletic Club,2-0,Carlos Del Cerro Grande
2015-16,12,DOM 22.11.2015,20:30,Real Betis,Atlético de Madrid,0-1,Santiago Jaime Latre
2015-16,12,LUN 23.11.2015,20:30,Getafe CF,Rayo Vallecano,1-1,Ricardo De Burgos Bengoetxea
2015-16,13,VIE 27.11.2015,20:30,Levante UD,Real Betis,0-1,José María Sánchez Martínez
2015-16,13,SAB 28.11.2015,16:00,FC Barcelona,Real Sociedad,4-0,Ignacio Iglesias Villanueva
2015-16,13,SAB 28.11.2015,18:15,Atlético de Madrid,RCD Espanyol de Barcelona,1-0,Iñaki Vicandi Garrido
2015-16,13,SAB 28.11.2015,20:30,Málaga CF,Granada CF,2-2,Xavier Estrada Fernández
2015-16,13,SAB 28.11.2015,22:00,UD Las Palmas,RC Deportivo,0-2,Carlos Clos Gómez
2015-16,13,SAB 28.11.2015,22:05,RC Celta,Real Sporting,2-1,Santiago Jaime Latre
2015-16,13,DOM 29.11.2015,12:00,Getafe CF,Villarreal CF,2-0,José Luis González González
2015-16,13,DOM 29.11.2015,16:00,SD Eibar,Real Madrid,0-2,Jesús Gil Manzano
2015-16,13,DOM 29.11.2015,18:15,Rayo Vallecano,Athletic Club,0-3,Alejandro José Hernández Hernández
2015-16,13,DOM 29.11.2015,20:30,Sevilla FC,Valencia CF,1-0,Carlos Velasco Carballo
2015-16,14,SAB 05.12.2015,16:00,Real Madrid,Getafe CF,4-1,Antonio Miguel Mateu Lahoz
2015-16,14,SAB 05.12.2015,18:15,Granada CF,Atlético de Madrid,0-2,Eduardo Prieto Iglesias
2015-16,14,SAB 05.12.2015,20:30,Valencia CF,FC Barcelona,1-1,Santiago Jaime Latre
2015-16,14,SAB 05.12.2015,22:00,RC Deportivo,Sevilla FC,1-1,Ricardo De Burgos Bengoetxea
2015-16,14,SAB 05.12.2015,22:05,Real Betis,RC Celta,1-1,Alejandro José Hernández Hernández
2015-16,14,DOM 06.12.2015,12:00,Real Sociedad,SD Eibar,2-1,Mario Melero López
2015-16,14,DOM 06.12.2015,16:00,Villarreal CF,Rayo Vallecano,2-1,Xavier Estrada Fernández
2015-16,14,DOM 06.12.2015,18:15,Real Sporting,UD Las Palmas,3-1,Alberto Undiano Mallenco
2015-16,14,DOM 06.12.2015,20:30,Athletic Club,Málaga CF,0-0,Alfonso J. Álvarez Izquierdo
2015-16,14,LUN 07.12.2015,20:30,RCD Espanyol de Barcelona,Levante UD,1-1,Carlos Velasco Carballo
2015-16,15,VIE 11.12.2015,20:30,Getafe CF,Real Sociedad,1-1,Pedro Jesús Pérez Montero
2015-16,15,SAB 12.12.2015,16:00,FC Barcelona,RC Deportivo,2-2,José María Sánchez Martínez
2015-16,15,SAB 12.12.2015,18:15,RC Celta,RCD Espanyol de Barcelona,1-0,David Fernández Borbalán
2015-16,15,SAB 12.12.2015,18:15,Levante UD,Granada CF,1-2,Iñaki Vicandi Garrido
2015-16,15,SAB 12.12.2015,20:30,Sevilla FC,Real Sporting,2-0,Carlos Del Cerro Grande
2015-16,15,SAB 12.12.2015,22:05,UD Las Palmas,Real Betis,1-0,Jesús Gil Manzano
2015-16,15,DOM 13.12.2015,12:00,Rayo Vallecano,Málaga CF,1-2,Carlos Clos Gómez
2015-16,15,DOM 13.12.2015,16:00,SD Eibar,Valencia CF,1-1,José Luis González González
2015-16,15,DOM 13.12.2015,18:15,Atlético de Madrid,Athletic Club,2-1,Juan Martínez Munuera
2015-16,15,DOM 13.12.2015,20:30,Villarreal CF,Real Madrid,1-0,Alberto Undiano Mallenco
2015-16,16,SAB 19.12.2015,16:00,Valencia CF,Getafe CF,2-2,David Fernández Borbalán
2015-16,16,SAB 19.12.2015,18:15,RCD Espanyol de Barcelona,UD Las Palmas,1-0,Mario Melero López
2015-16,16,SAB 19.12.2015,20:30,Real Betis,Sevilla FC,0-0,Carlos Clos Gómez
2015-16,16,SAB 19.12.2015,22:05,RC Deportivo,SD Eibar,2-0,Xavier Estrada Fernández
2015-16,16,DOM 20.12.2015,16:00,Real Madrid,Rayo Vallecano,10-2,Ignacio Iglesias Villanueva
2015-16,16,DOM 20.12.2015,18:15,Athletic Club,Levante UD,2-0,Alejandro José Hernández Hernández
2015-16,16,DOM 20.12.2015,18:15,Granada CF,RC Celta,0-2,Juan Martínez Munuera
2015-16,16,DOM 20.12.2015,18:15,Real Sociedad,Villarreal CF,0-2,Carlos Del Cerro Grande
2015-16,16,DOM 20.12.2015,20:30,Málaga CF,Atlético de Madrid,1-0,Antonio Miguel Mateu Lahoz
2015-16,16,MIE 17.02.2016,18:30,Real Sporting,FC Barcelona,1-3,Ricardo De Burgos Bengoetxea
2015-16,17,MIE 30.12.2015,16:00,Levante UD,Málaga CF,0-1,Jesús Gil Manzano
2015-16,17,MIE 30.12.2015,16:00,Real Madrid,Real Sociedad,3-1,José Luis González González
2015-16,17,MIE 30.12.2015,18:15,Rayo Vallecano,Atlético de Madrid,0-2,José María Sánchez Martínez
2015-16,17,MIE 30.12.2015,18:15,Sevilla FC,RCD Espanyol de Barcelona,2-0,Ignacio Iglesias Villanueva
2015-16,17,MIE 30.12.2015,18:30,SD Eibar,Real Sporting,2-0,Carlos Velasco Carballo
2015-16,17,MIE 30.12.2015,20:30,FC Barcelona,Real Betis,4-0,Iñaki Vicandi Garrido
2015-16,17,MIE 30.12.2015,20:30,RC Celta,Athletic Club,0-1,Pedro Jesús Pérez Montero
2015-16,17,MIE 30.12.2015,20:30,Getafe CF,RC Deportivo,0-0,Alberto Undiano Mallenco
2015-16,17,MIE 30.12.2015,21:00,UD Las Palmas,Granada CF,4-1,Santiago Jaime Latre
2015-16,17,JUE 31.12.2015,16:00,Villarreal CF,Valencia CF,1-0,Alfonso J. Álvarez Izquierdo
2015-16,18,SAB 02.01.2016,16:00,RCD Espanyol de Barcelona,FC Barcelona,0-0,José Luis González González
2015-16,18,SAB 02.01.2016,20:30,Atlético de Madrid,Levante UD,1-0,Carlos Clos Gómez
2015-16,18,SAB 02.01.2016,22:05,Málaga CF,RC Celta,2-0,Iñaki Vicandi Garrido
2015-16,18,DOM 03.01.2016,12:00,Rayo Vallecano,Real Sociedad,2-2,Antonio Miguel Mateu Lahoz
2015-16,18,DOM 03.01.2016,16:00,Real Betis,SD Eibar,0-4,Eduardo Prieto Iglesias
2015-16,18,DOM 03.01.2016,16:00,Granada CF,Sevilla FC,2-1,Alberto Undiano Mallenco
2015-16,18,DOM 03.01.2016,18:15,Athletic Club,UD Las Palmas,2-2,Carlos Del Cerro Grande
2015-16,18,DOM 03.01.2016,18:15,RC Deportivo,Villarreal CF,1-2,David Fernández Borbalán
2015-16,18,DOM 03.01.2016,20:30,Valencia CF,Real Madrid,2-2,José María Sánchez Martínez
2015-16,18,LUN 04.01.2016,20:30,Real Sporting,Getafe CF,1-2,Xavier Estrada Fernández
2015-16,19,SAB 09.01.2016,16:00,FC Barcelona,Granada CF,4-0,Carlos Velasco Carballo
2015-16,19,SAB 09.01.2016,18:15,Getafe CF,Real Betis,1-0,Alfonso J. Álvarez Izquierdo
2015-16,19,SAB 09.01.2016,18:15,Sevilla FC,Athletic Club,2-0,Eduardo Prieto Iglesias
2015-16,19,SAB 09.01.2016,20:30,Real Madrid,RC Deportivo,5-0,Pedro Jesús Pérez Montero
2015-16,19,SAB 09.01.2016,22:05,Levante UD,Rayo Vallecano,2-1,Mario Melero López
2015-16,19,DOM 10.01.2016,12:00,Villarreal CF,Real Sporting,2-0,Jesús Gil Manzano
2015-16,19,DOM 10.01.2016,16:00,Real Sociedad,Valencia CF,2-0,Alejandro José Hernández Hernández
2015-16,19,DOM 10.01.2016,18:15,SD Eibar,RCD Espanyol de Barcelona,2-1,Santiago Jaime Latre
2015-16,19,DOM 10.01.2016,18:15,UD Las Palmas,Málaga CF,1-1,Ignacio Iglesias Villanueva
2015-16,19,DOM 10.01.2016,20:30,RC Celta,Atlético de Madrid,0-2,Ricardo De Burgos Bengoetxea
2015-16,20,SAB 16.01.2016,16:00,Sevilla FC,Málaga CF,2-1,Xavier Estrada Fernández
2015-16,20,SAB 16.01.2016,18:15,RC Celta,Levante UD,4-3,Carlos Del Cerro Grande
2015-16,20,SAB 16.01.2016,20:30,Villarreal CF,Real Betis,0-0,José Luis González González
2015-16,20,SAB 16.01.2016,22:05,Real Sociedad,RC Deportivo,1-1,Juan Martínez Munuera
2015-16,20,DOM 17.01.2016,12:00,Valencia CF,Rayo Vallecano,2-2,Eduardo Prieto Iglesias
2015-16,20,DOM 17.01.2016,16:00,Real Madrid,Real Sporting,5-1,Alberto Undiano Mallenco
2015-16,20,DOM 17.01.2016,18:15,Getafe CF,RCD Espanyol de Barcelona,3-1,Carlos Clos Gómez
2015-16,20,DOM 17.01.2016,18:15,UD Las Palmas,Atlético de Madrid,0-3,Iñaki Vicandi Garrido
2015-16,20,DOM 17.01.2016,20:30,FC Barcelona,Athletic Club,6-0,Antonio Miguel Mateu Lahoz
2015-16,20,LUN 18.01.2016,20:30,SD Eibar,Granada CF,5-1,José María Sánchez Martínez
2015-16,21,VIE 22.01.2016,20:30,Real Sporting,Real Sociedad,5-1,David Fernández Borbalán
2015-16,21,SAB 23.01.2016,16:00,Málaga CF,FC Barcelona,1-2,Carlos Clos Gómez
2015-16,21,SAB 23.01.2016,18:15,RCD Espanyol de Barcelona,Villarreal CF,2-2,Pedro Jesús Pérez Montero
2015-16,21,SAB 23.01.2016,20:30,Granada CF,Getafe CF,3-2,Ricardo De Burgos Bengoetxea
2015-16,21,SAB 23.01.2016,22:05,Rayo Vallecano,RC Celta,3-0,Santiago Jaime Latre
2015-16,21,DOM 24.01.2016,12:00,Athletic Club,SD Eibar,5-2,Jesús Gil Manzano
2015-16,21,DOM 24.01.2016,16:00,Atlético de Madrid,Sevilla FC,0-0,Ignacio Iglesias Villanueva
2015-16,21,DOM 24.01.2016,18:15,RC Deportivo,Valencia CF,1-1,Mario Melero López
2015-16,21,DOM 24.01.2016,20:30,Real Betis,Real Madrid,1-1,Juan Martínez Munuera
2015-16,21,LUN 25.01.2016,20:30,Levante UD,UD Las Palmas,3-2,Carlos Velasco Carballo
2015-16,22,SAB 30.01.2016,16:00,FC Barcelona,Atlético de Madrid,2-1,Alberto Undiano Mallenco
2015-16,22,SAB 30.01.2016,18:15,Getafe CF,Athletic Club,0-1,Xavier Estrada Fernández
2015-16,22,SAB 30.01.2016,18:15,SD Eibar,Málaga CF,1-2,Antonio Miguel Mateu Lahoz
2015-16,22,SAB 30.01.2016,20:30,Villarreal CF,Granada CF,1-0,Carlos Del Cerro Grande
2015-16,22,SAB 30.01.2016,22:05,Real Sociedad,Real Betis,2-1,Eduardo Prieto Iglesias
2015-16,22,DOM 31.01.2016,12:00,Sevilla FC,Levante UD,3-1,Alfonso J. Álvarez Izquierdo
2015-16,22,DOM 31.01.2016,16:00,Valencia CF,Real Sporting,0-1,José Luis González González
2015-16,22,DOM 31.01.2016,18:15,UD Las Palmas,RC Celta,2-1,José María Sánchez Martínez
2015-16,22,DOM 31.01.2016,20:30,Real Madrid,RCD Espanyol de Barcelona,6-0,Alejandro José Hernández Hernández
2015-16,22,LUN 01.02.2016,20:30,RC Deportivo,Rayo Vallecano,2-2,Iñaki Vicandi Garrido
2015-16,23,VIE 05.02.2016,20:30,Málaga CF,Getafe CF,3-0,Juan Martínez Munuera
2015-16,23,SAB 06.02.2016,16:00,Atlético de Madrid,SD Eibar,3-1,David Fernández Borbalán
2015-16,23,SAB 06.02.2016,18:15,Rayo Vallecano,UD Las Palmas,2-0,Ignacio Iglesias Villanueva
2015-16,23,SAB 06.02.2016,20:30,Athletic Club,Villarreal CF,0-0,Mario Melero López
2015-16,23,SAB 06.02.2016,22:05,Real Sporting,RC Deportivo,1-1,Alejandro José Hernández Hernández
2015-16,23,DOM 07.02.2016,12:00,Levante UD,FC Barcelona,0-2,Pedro Jesús Pérez Montero
2015-16,23,DOM 07.02.2016,16:00,Real Betis,Valencia CF,1-0,José María Sánchez Martínez
2015-16,23,DOM 07.02.2016,18:15,RC Celta,Sevilla FC,1-1,Carlos Velasco Carballo
2015-16,23,DOM 07.02.2016,20:30,Granada CF,Real Madrid,1-2,Jesús Gil Manzano
2015-16,23,LUN 08.02.2016,20:30,RCD Espanyol de Barcelona,Real Sociedad,0-5,Santiago Jaime Latre
2015-16,24,VIE 12.02.2016,20:30,Real Sporting,Rayo Vallecano,2-2,Carlos Clos Gómez
