Temporada,Jornada,Fecha,Hora,Equipo Local,Equipo Visitante,Resultado,Arbitro
2021-22,10,LUN 25.10.2021,21:00,Getafe CF,RC Celta,0-3,Juan Martínez Munuera
2021-22,11,MAR 26.10.2021,19:00,Deportivo Alavés,Elche CF,1-0,Jesús Gil Manzano
2021-22,11,MAR 26.10.2021,21:00,RCD Espanyol de Barcelona,Athletic Club,1-1,Miguel Ángel Ortiz Arias
2021-22,11,MAR 26.10.2021,21:30,Villarreal CF,Cádiz CF,3-3,Alejandro José Hernández Hernández
2021-22,11,MIE 27.10.2021,19:00,RCD Mallorca,Sevilla FC,1-1,Santiago Jaime Latre
2021-22,11,MIE 27.10.2021,19:00,Rayo Vallecano,FC Barcelona,1-0,Antonio Miguel Mateu Lahoz
2021-22,11,MIE 27.10.2021,20:00,Real Betis,Valencia CF,4-1,Isidro Díaz de Mera Escuderos
2021-22,11,MIE 27.10.2021,21:30,Real Madrid,CA Osasuna,0-0,César Soto Grado
2021-22,11,JUE 28.10.2021,19:00,RC Celta,Real Sociedad,0-2,Mario Melero López
2021-22,11,JUE 28.10.2021,20:00,Granada CF,Getafe CF,1-1,Adrián Cordero Vega
2021-22,11,JUE 28.10.2021,21:30,Levante UD,Atlético de Madrid,2-2,Pablo González Fuertes
2021-22,12,SAB 30.10.2021,14:00,Elche CF,Real Madrid,1-2,Ricardo De Burgos Bengoetxea
2021-22,12,SAB 30.10.2021,16:15,Sevilla FC,CA Osasuna,2-0,Carlos Del Cerro Grande
2021-22,12,SAB 30.10.2021,18:30,Valencia CF,Villarreal CF,2-0,José Luis Munuera Montero
2021-22,12,SAB 30.10.2021,21:00,FC Barcelona,Deportivo Alavés,1-1,Jorge Figueroa Vázquez
2021-22,12,DOM 31.10.2021,14:00,Cádiz CF,RCD Mallorca,1-1,Valentín Pizarro Gómez
2021-22,12,DOM 31.10.2021,16:15,Atlético de Madrid,Real Betis,3-0,Javier Alberola Rojas
2021-22,12,DOM 31.10.2021,18:30,Getafe CF,RCD Espanyol de Barcelona,2-1,Alejandro Muñiz Ruiz
2021-22,12,DOM 31.10.2021,21:00,Real Sociedad,Athletic Club,1-1,Juan Martínez Munuera
2021-22,12,LUN 01.11.2021,18:30,Rayo Vallecano,RC Celta,0-0,Guillermo Cuadra Fernández
2021-22,12,LUN 01.11.2021,21:00,Levante UD,Granada CF,0-3,José María Sánchez Martínez
2021-22,13,VIE 05.11.2021,21:00,Athletic Club,Cádiz CF,0-1,Santiago Jaime Latre
2021-22,13,SAB 06.11.2021,14:00,RCD Espanyol de Barcelona,Granada CF,2-0,Isidro Díaz de Mera Escuderos
2021-22,13,SAB 06.11.2021,16:15,RC Celta,FC Barcelona,3-3,Alejandro José Hernández Hernández
2021-22,13,SAB 06.11.2021,18:30,Deportivo Alavés,Levante UD,2-1,Adrián Cordero Vega
2021-22,13,SAB 06.11.2021,21:00,Real Madrid,Rayo Vallecano,2-1,Pablo González Fuertes
2021-22,13,DOM 07.11.2021,14:00,Villarreal CF,Getafe CF,1-0,Jesús Gil Manzano
2021-22,13,DOM 07.11.2021,16:15,Valencia CF,Atlético de Madrid,3-3,César Soto Grado
2021-22,13,DOM 07.11.2021,18:30,RCD Mallorca,Elche CF,2-2,Mario Melero López
2021-22,13,DOM 07.11.2021,18:30,CA Osasuna,Real Sociedad,0-2,Miguel Ángel Ortiz Arias
2021-22,13,DOM 07.11.2021,21:00,Real Betis,Sevilla FC,0-2,Antonio Miguel Mateu Lahoz
2021-22,14,VIE 19.11.2021,21:00,Levante UD,Athletic Club,0-0,José Luis Munuera Montero
2021-22,14,SAB 20.11.2021,14:00,RC Celta,Villarreal CF,1-1,Javier Alberola Rojas
2021-22,14,SAB 20.11.2021,16:15,Sevilla FC,Deportivo Alavés,2-2,Alejandro Muñiz Ruiz
2021-22,14,SAB 20.11.2021,18:30,Atlético de Madrid,CA Osasuna,1-0,José María Sánchez Martínez
2021-22,14,SAB 20.11.2021,21:00,FC Barcelona,RCD Espanyol de Barcelona,1-0,Carlos Del Cerro Grande
2021-22,14,DOM 21.11.2021,14:00,Getafe CF,Cádiz CF,4-0,Ricardo De Burgos Bengoetxea
2021-22,14,DOM 21.11.2021,16:15,Granada CF,Real Madrid,1-4,Juan Martínez Munuera
2021-22,14,DOM 21.11.2021,18:30,Elche CF,Real Betis,0-3,Valentín Pizarro Gómez
2021-22,14,DOM 21.11.2021,21:00,Real Sociedad,Valencia CF,0-0,Mario Melero López
2021-22,14,LUN 22.11.2021,21:00,Rayo Vallecano,RCD Mallorca,3-1,Jorge Figueroa Vázquez
2021-22,15,VIE 26.11.2021,21:00,Athletic Club,Granada CF,2-2,Adrián Cordero Vega
2021-22,15,SAB 27.11.2021,14:00,Deportivo Alavés,RC Celta,1-2,Pablo González Fuertes
2021-22,15,SAB 27.11.2021,16:15,Valencia CF,Rayo Vallecano,1-1,Alejandro José Hernández Hernández
2021-22,15,SAB 27.11.2021,18:30,RCD Mallorca,Getafe CF,0-0,Santiago Jaime Latre
2021-22,15,SAB 27.11.2021,21:00,Villarreal CF,FC Barcelona,1-3,César Soto Grado
2021-22,15,DOM 28.11.2021,14:00,Real Betis,Levante UD,3-1,Miguel Ángel Ortiz Arias
2021-22,15,DOM 28.11.2021,16:15,RCD Espanyol de Barcelona,Real Sociedad,1-0,Antonio Miguel Mateu Lahoz
2021-22,15,DOM 28.11.2021,18:30,Cádiz CF,Atlético de Madrid,1-4,Jesús Gil Manzano
2021-22,15,DOM 28.11.2021,21:00,Real Madrid,Sevilla FC,2-1,José María Sánchez Martínez
2021-22,15,LUN 29.11.2021,21:00,CA Osasuna,Elche CF,1-1,Isidro Díaz de Mera Escuderos
2021-22,16,VIE 03.12.2021,21:00,Granada CF,Deportivo Alavés,2-1,Javier Alberola Rojas
2021-22,16,SAB 04.12.2021,14:00,Sevilla FC,Villarreal CF,1-0,Carlos Del Cerro Grande
2021-22,16,SAB 04.12.2021,16:15,FC Barcelona,Real Betis,0-1,Pablo González Fuertes
2021-22,16,SAB 04.12.2021,18:30,Atlético de Madrid,RCD Mallorca,1-2,Juan Martínez Munuera
2021-22,16,SAB 04.12.2021,21:00,Real Sociedad,Real Madrid,0-2,Jesús Gil Manzano
2021-22,16,DOM 05.12.2021,14:00,Rayo Vallecano,RCD Espanyol de Barcelona,1-0,José Luis Munuera Montero
2021-22,16,DOM 05.12.2021,16:15,Elche CF,Cádiz CF,3-1,Alejandro Muñiz Ruiz
2021-22,16,DOM 05.12.2021,18:30,Levante UD,CA Osasuna,0-0,Valentín Pizarro Gómez
2021-22,16,DOM 05.12.2021,21:00,RC Celta,Valencia CF,1-2,Ricardo De Burgos Bengoetxea
2021-22,16,LUN 06.12.2021,21:00,Getafe CF,Athletic Club,0-0,Jorge Figueroa Vázquez
2021-22,17,VIE 10.12.2021,21:00,RCD Mallorca,RC Celta,0-0,Isidro Díaz de Mera Escuderos
2021-22,17,SAB 11.12.2021,14:00,RCD Espanyol de Barcelona,Levante UD,4-3,Adrián Cordero Vega
2021-22,17,SAB 11.12.2021,16:15,Deportivo Alavés,Getafe CF,1-1,César Soto Grado
2021-22,17,SAB 11.12.2021,18:30,Valencia CF,Elche CF,2-1,Santiago Jaime Latre
2021-22,17,SAB 11.12.2021,21:00,Athletic Club,Sevilla FC,0-1,Alejandro José Hernández Hernández
2021-22,17,DOM 12.12.2021,14:00,Villarreal CF,Rayo Vallecano,2-0,Mario Melero López
2021-22,17,DOM 12.12.2021,16:15,CA Osasuna,FC Barcelona,2-2,Juan Martínez Munuera
2021-22,17,DOM 12.12.2021,18:30,Real Betis,Real Sociedad,4-0,José María Sánchez Martínez
2021-22,17,DOM 12.12.2021,21:00,Real Madrid,Atlético de Madrid,2-0,Antonio Miguel Mateu Lahoz
2021-22,17,LUN 13.12.2021,21:00,Cádiz CF,Granada CF,1-1,Miguel Ángel Ortiz Arias
2021-22,18,VIE 17.12.2021,21:00,RC Celta,RCD Espanyol de Barcelona,3-1,Valentín Pizarro Gómez
2021-22,18,SAB 18.12.2021,14:00,Rayo Vallecano,Deportivo Alavés,2-0,Juan Martínez Munuera
2021-22,18,SAB 18.12.2021,16:15,Real Sociedad,Villarreal CF,1-3,Jorge Figueroa Vázquez
2021-22,18,SAB 18.12.2021,18:30,FC Barcelona,Elche CF,3-2,Javier Alberola Rojas
2021-22,18,SAB 18.12.2021,21:00,Sevilla FC,Atlético de Madrid,2-1,Ricardo De Burgos Bengoetxea
2021-22,18,DOM 19.12.2021,14:00,Granada CF,RCD Mallorca,4-1,Alejandro Muñiz Ruiz
2021-22,18,DOM 19.12.2021,16:15,Athletic Club,Real Betis,3-2,Jesús Gil Manzano
2021-22,18,DOM 19.12.2021,18:30,Getafe CF,CA Osasuna,1-0,José Luis Munuera Montero
2021-22,18,DOM 19.12.2021,21:00,Real Madrid,Cádiz CF,0-0,Santiago Jaime Latre
2021-22,18,LUN 20.12.2021,21:00,Levante UD,Valencia CF,3-4,Pablo González Fuertes
2021-22,19,VIE 31.12.2021,16:15,Valencia CF,RCD Espanyol de Barcelona,1-2,José María Sánchez Martínez
2021-22,19,DOM 02.01.2022,14:00,Getafe CF,Real Madrid,1-0,Mario Melero López
2021-22,19,DOM 02.01.2022,16:15,Atlético de Madrid,Rayo Vallecano,2-0,Jorge Figueroa Vázquez
2021-22,19,DOM 02.01.2022,16:15,Elche CF,Granada CF,0-0,Adrián Cordero Vega
2021-22,19,DOM 02.01.2022,18:30,Deportivo Alavés,Real Sociedad,1-1,Carlos Del Cerro Grande
2021-22,19,DOM 02.01.2022,18:30,Real Betis,RC Celta,0-2,César Soto Grado
2021-22,19,DOM 02.01.2022,21:00,RCD Mallorca,FC Barcelona,0-1,Antonio Miguel Mateu Lahoz
2021-22,19,LUN 03.01.2022,19:00,Villarreal CF,Levante UD,5-0,Alejandro José Hernández Hernández
2021-22,19,LUN 03.01.2022,21:00,CA Osasuna,Athletic Club,1-3,Miguel Ángel Ortiz Arias
2021-22,19,LUN 03.01.2022,21:15,Cádiz CF,Sevilla FC,0-1,Javier Alberola Rojas
2021-22,20,SAB 08.01.2022,14:00,Levante UD,RCD Mallorca,2-0,Jorge Figueroa Vázquez
2021-22,20,SAB 08.01.2022,16:15,Real Sociedad,RC Celta,1-0,Guillermo Cuadra Fernández
2021-22,20,SAB 08.01.2022,18:30,Granada CF,FC Barcelona,1-1,Pablo González Fuertes
2021-22,20,SAB 08.01.2022,21:00,Real Madrid,Valencia CF,4-1,Alejandro José Hernández Hernández
2021-22,20,DOM 09.01.2022,14:00,Rayo Vallecano,Real Betis,1-1,Alejandro Muñiz Ruiz
2021-22,20,DOM 09.01.2022,16:15,Sevilla FC,Getafe CF,1-0,Juan Martínez Munuera
2021-22,20,DOM 09.01.2022,18:30,Deportivo Alavés,Athletic Club,0-0,Santiago Jaime Latre
2021-22,20,DOM 09.01.2022,18:30,CA Osasuna,Cádiz CF,2-0,Ricardo De Burgos Bengoetxea
2021-22,20,DOM 09.01.2022,21:00,Villarreal CF,Atlético de Madrid,2-2,Javier Alberola Rojas
2021-22,20,LUN 10.01.2022,21:00,RCD Espanyol de Barcelona,Elche CF,1-2,Jesús Gil Manzano
2021-22,21,MIE 22.12.2021,21:30,Athletic Club,Real Madrid,1-2,César Soto Grado
2021-22,21,DOM 16.01.2022,14:00,Elche CF,Villarreal CF,1-0,Valentín Pizarro Gómez
2021-22,21,MAR 18.01.2022,20:00,Real Betis,Deportivo Alavés,4-0,José María Sánchez Martínez
2021-22,21,MAR 18.01.2022,21:30,Cádiz CF,RCD Espanyol de Barcelona,2-2,Alejandro Muñiz Ruiz
2021-22,21,MIE 19.01.2022,19:00,RC Celta,CA Osasuna,2-0,Adrián Cordero Vega
2021-22,21,MIE 19.01.2022,21:30,Valencia CF,Sevilla FC,1-1,César Soto Grado
2021-22,21,JUE 20.01.2022,19:00,Getafe CF,Granada CF,4-2,Isidro Díaz de Mera Escuderos
2021-22,21,MIE 16.02.2022,19:00,Atlético de Madrid,Levante UD,0-1,José Luis Munuera Montero
2021-22,21,MIE 02.03.2022,21:00,RCD Mallorca,Real Sociedad,0-2,Mario Melero López
2021-22,21,DOM 24.04.2022,21:00,FC Barcelona,Rayo Vallecano,0-1,Isidro Díaz de Mera Escuderos
2021-22,22,VIE 21.01.2022,21:00,RCD Espanyol de Barcelona,Real Betis,1-4,Javier Alberola Rojas
2021-22,22,SAB 22.01.2022,14:00,Levante UD,Cádiz CF,0-2,César Soto Grado
2021-22,22,SAB 22.01.2022,16:15,Villarreal CF,RCD Mallorca,3-0,Miguel Ángel Ortiz Arias
2021-22,22,SAB 22.01.2022,18:30,Sevilla FC,RC Celta,2-2,José María Sánchez Martínez
2021-22,22,SAB 22.01.2022,21:00,Atlético de Madrid,Valencia CF,3-2,Isidro Díaz de Mera Escuderos
2021-22,22,DOM 23.01.2022,14:00,Granada CF,CA Osasuna,0-2,Santiago Jaime Latre
2021-22,22,DOM 23.01.2022,16:15,Real Madrid,Elche CF,2-2,Ricardo De Burgos Bengoetxea
2021-22,22,DOM 23.01.2022,18:30,Real Sociedad,Getafe CF,0-0,José Luis Munuera Montero
2021-22,22,DOM 23.01.2022,18:30,Rayo Vallecano,Athletic Club,0-1,Adrián Cordero Vega
2021-22,22,DOM 23.01.2022,21:00,Deportivo Alavés,FC Barcelona,0-1,Jorge Figueroa Vázquez
2021-22,23,VIE 04.02.2022,21:00,Getafe CF,Levante UD,3-0,Alejandro Muñiz Ruiz
2021-22,23,SAB 05.02.2022,14:00,Elche CF,Deportivo Alavés,3-1,Mario Melero López
2021-22,23,SAB 05.02.2022,16:15,RCD Mallorca,Cádiz CF,2-1,Carlos Del Cerro Grande
2021-22,23,SAB 05.02.2022,18:30,RC Celta,Rayo Vallecano,2-0,José Luis Munuera Montero
2021-22,23,SAB 05.02.2022,21:00,CA Osasuna,Sevilla FC,0-0,Valentín Pizarro Gómez
2021-22,23,DOM 06.02.2022,14:00,Valencia CF,Real Sociedad,0-0,José María Sánchez Martínez
2021-22,23,DOM 06.02.2022,16:15,FC Barcelona,Atlético de Madrid,4-2,Jesús Gil Manzano
2021-22,23,DOM 06.02.2022,18:30,Real Betis,Villarreal CF,0-2,Pablo González Fuertes
2021-22,23,DOM 06.02.2022,21:00,Real Madrid,Granada CF,1-0,Antonio Miguel Mateu Lahoz
2021-22,23,LUN 07.02.2022,21:00,Athletic Club,RCD Espanyol de Barcelona,2-1,César Soto Grado
2021-22,24,VIE 11.02.2022,21:00,Sevilla FC,Elche CF,2-0,Miguel Ángel Ortiz Arias
2021-22,24,SAB 12.02.2022,14:00,Cádiz CF,RC Celta,0-0,Antonio Miguel Mateu Lahoz
2021-22,24,SAB 12.02.2022,16:15,Villarreal CF,Real Madrid,0-0,José María Sánchez Martínez
2021-22,24,SAB 12.02.2022,18:30,Rayo Vallecano,CA Osasuna,0-3,Jorge Figueroa Vázquez
2021-22,24,SAB 12.02.2022,21:00,Atlético de Madrid,Getafe CF,4-3,Ricardo De Burgos Bengoetxea
2021-22,24,DOM 13.02.2022,14:00,Deportivo Alavés,Valencia CF,2-1,Adrián Cordero Vega
2021-22,24,DOM 13.02.2022,16:15,Levante UD,Real Betis,2-4,Santiago Jaime Latre
2021-22,24,DOM 13.02.2022,18:30,Real Sociedad,Granada CF,2-0,Javier Alberola Rojas
2021-22,24,DOM 13.02.2022,21:00,RCD Espanyol de Barcelona,FC Barcelona,2-2,Alejandro José Hernández Hernández
2021-22,24,LUN 14.02.2022,21:00,RCD Mallorca,Athletic Club,3-2,Isidro Díaz de Mera Escuderos
2021-22,25,VIE 18.02.2022,21:00,Elche CF,Rayo Vallecano,2-1,Alejandro Muñiz Ruiz
2021-22,25,SAB 19.02.2022,14:00,Granada CF,Villarreal CF,1-4,Jesús Gil Manzano
2021-22,25,SAB 19.02.2022,16:15,CA Osasuna,Atlético de Madrid,0-3,Mario Melero López
2021-22,25,SAB 19.02.2022,18:30,Cádiz CF,Getafe CF,1-1,Javier Alberola Rojas
2021-22,25,SAB 19.02.2022,21:00,Real Madrid,Deportivo Alavés,3-0,José Luis Munuera Montero
2021-22,25,DOM 20.02.2022,14:00,RCD Espanyol de Barcelona,Sevilla FC,1-1,Pablo González Fuertes
2021-22,25,DOM 20.02.2022,16:15,Valencia CF,FC Barcelona,1-4,Carlos Del Cerro Grande
2021-22,25,DOM 20.02.2022,18:30,Real Betis,RCD Mallorca,2-1,César Soto Grado
2021-22,25,DOM 20.02.2022,21:00,Athletic Club,Real Sociedad,4-0,Juan Martínez Munuera
2021-22,25,LUN 21.02.2022,21:00,RC Celta,Levante UD,1-1,Valentín Pizarro Gómez
2021-22,26,VIE 25.02.2022,21:00,Levante UD,Elche CF,3-0,Pablo González Fuertes
2021-22,26,SAB 26.02.2022,14:00,RCD Mallorca,Valencia CF,0-1,Jorge Figueroa Vázquez
2021-22,26,SAB 26.02.2022,16:15,Getafe CF,Deportivo Alavés,2-2,Santiago Jaime Latre
2021-22,26,SAB 26.02.2022,18:30,Rayo Vallecano,Real Madrid,0-1,Isidro Díaz de Mera Escuderos
2021-22,26,SAB 26.02.2022,21:00,Atlético de Madrid,RC Celta,2-0,Alejandro José Hernández Hernández
2021-22,26,DOM 27.02.2022,14:00,Villarreal CF,RCD Espanyol de Barcelona,5-1,Ricardo De Burgos Bengoetxea
2021-22,26,DOM 27.02.2022,16:15,Sevilla FC,Real Betis,2-1,Carlos Del Cerro Grande
2021-22,26,DOM 27.02.2022,18:30,Real Sociedad,CA Osasuna,1-0,Antonio Miguel Mateu Lahoz
2021-22,26,DOM 27.02.2022,21:00,FC Barcelona,Athletic Club,4-0,Guillermo Cuadra Fernández
2021-22,26,LUN 28.02.2022,21:00,Granada CF,Cádiz CF,0-0,José María Sánchez Martínez
2021-22,27,VIE 04.03.2022,21:00,Deportivo Alavés,Sevilla FC,0-0,Javier Alberola Rojas
2021-22,27,SAB 05.03.2022,14:00,CA Osasuna,Villarreal CF,1-0,José Luis Munuera Montero
2021-22,27,SAB 05.03.2022,16:15,RCD Espanyol de Barcelona,Getafe CF,2-0,Adrián Cordero Vega
2021-22,27,SAB 05.03.2022,18:30,Valencia CF,Granada CF,3-1,Valentín Pizarro Gómez
2021-22,27,SAB 05.03.2022,21:00,Real Madrid,Real Sociedad,4-1,Jesús Gil Manzano
2021-22,27,DOM 06.03.2022,14:00,Cádiz CF,Rayo Vallecano,2-0,César Soto Grado
2021-22,27,DOM 06.03.2022,16:15,Elche CF,FC Barcelona,1-2,Mario Melero López
2021-22,27,DOM 06.03.2022,18:30,RC Celta,RCD Mallorca,4-3,Miguel Ángel Ortiz Arias
2021-22,27,DOM 06.03.2022,21:00,Real Betis,Atlético de Madrid,1-3,Guillermo Cuadra Fernández
2021-22,27,LUN 07.03.2022,21:00,Athletic Club,Levante UD,3-1,Alejandro Muñiz Ruiz
2021-22,28,VIE 11.03.2022,21:00,Atlético de Madrid,Cádiz CF,2-1,Pablo González Fuertes
2021-22,28,SAB 12.03.2022,14:00,Levante UD,RCD Espanyol de Barcelona,1-1,Isidro Díaz de Mera Escuderos
2021-22,28,SAB 12.03.2022,16:15,Granada CF,Elche CF,0-1,Carlos Del Cerro Grande
2021-22,28,SAB 12.03.2022,18:30,Villarreal CF,RC Celta,1-0,Santiago Jaime Latre
2021-22,28,SAB 12.03.2022,21:00,Getafe CF,Valencia CF,0-0,Guillermo Cuadra Fernández
2021-22,28,DOM 13.03.2022,14:00,Rayo Vallecano,Sevilla FC,1-1,Juan Martínez Munuera
2021-22,28,DOM 13.03.2022,16:15,Real Betis,Athletic Club,1-0,Antonio Miguel Mateu Lahoz
2021-22,28,DOM 13.03.2022,18:30,Real Sociedad,Deportivo Alavés,1-0,Jorge Figueroa Vázquez
2021-22,28,DOM 13.03.2022,21:00,FC Barcelona,CA Osasuna,4-0,Ricardo De Burgos Bengoetxea
2021-22,28,LUN 14.03.2022,21:00,RCD Mallorca,Real Madrid,0-3,José María Sánchez Martínez
2021-22,29,VIE 18.03.2022,21:00,Athletic Club,Getafe CF,1-1,Jesús Gil Manzano
2021-22,29,SAB 19.03.2022,14:00,Deportivo Alavés,Granada CF,2-3,Guillermo Cuadra Fernández
2021-22,29,SAB 19.03.2022,16:15,Elche CF,Valencia CF,0-1,Miguel Ángel Ortiz Arias
2021-22,29,SAB 19.03.2022,18:30,CA Osasuna,Levante UD,3-1,Javier Alberola Rojas
2021-22,29,SAB 19.03.2022,21:00,Rayo Vallecano,Atlético de Madrid,0-1,José Luis Munuera Montero
2021-22,29,DOM 20.03.2022,14:00,RCD Espanyol de Barcelona,RCD Mallorca,1-0,Alejandro Muñiz Ruiz
2021-22,29,DOM 20.03.2022,16:15,RC Celta,Real Betis,0-0,Ricardo De Burgos Bengoetxea
2021-22,29,DOM 20.03.2022,16:15,Cádiz CF,Villarreal CF,1-0,Alejandro José Hernández Hernández
2021-22,29,DOM 20.03.2022,18:30,Sevilla FC,Real Sociedad,0-0,César Soto Grado
2021-22,29,DOM 20.03.2022,21:00,Real Madrid,FC Barcelona,0-4,Juan Martínez Munuera
2021-22,30,SAB 02.04.2022,14:00,Getafe CF,RCD Mallorca,1-0,Antonio Miguel Mateu Lahoz
2021-22,30,SAB 02.04.2022,16:15,Levante UD,Villarreal CF,2-0,Adrián Cordero Vega
2021-22,30,SAB 02.04.2022,18:30,RC Celta,Real Madrid,1-2,Pablo González Fuertes
2021-22,30,SAB 02.04.2022,21:00,Atlético de Madrid,Deportivo Alavés,4-1,Mario Melero López
2021-22,30,DOM 03.04.2022,14:00,Athletic Club,Elche CF,2-1,Jorge Figueroa Vázquez
2021-22,30,DOM 03.04.2022,16:15,Real Betis,CA Osasuna,4-1,Valentín Pizarro Gómez
2021-22,30,DOM 03.04.2022,18:30,Granada CF,Rayo Vallecano,2-2,Alejandro José Hernández Hernández
2021-22,30,DOM 03.04.2022,18:30,Valencia CF,Cádiz CF,0-0,Isidro Díaz de Mera Escuderos
2021-22,30,DOM 03.04.2022,21:00,FC Barcelona,Sevilla FC,1-0,José María Sánchez Martínez
2021-22,30,LUN 04.04.2022,21:00,Real Sociedad,RCD Espanyol de Barcelona,1-0,Santiago Jaime Latre
2021-22,31,VIE 08.04.2022,21:00,Sevilla FC,Granada CF,4-2,Miguel Ángel Ortiz Arias
2021-22,31,SAB 09.04.2022,14:00,Cádiz CF,Real Betis,1-2,Jesús Gil Manzano
2021-22,31,SAB 09.04.2022,16:15,RCD Mallorca,Atlético de Madrid,1-0,Juan Martínez Munuera
2021-22,31,SAB 09.04.2022,18:30,Villarreal CF,Athletic Club,1-1,Carlos Del Cerro Grande
2021-22,31,SAB 09.04.2022,21:00,Real Madrid,Getafe CF,2-0,César Soto Grado
2021-22,31,DOM 10.04.2022,14:00,CA Osasuna,Deportivo Alavés,1-0,Alejandro Muñiz Ruiz
2021-22,31,DOM 10.04.2022,16:15,RCD Espanyol de Barcelona,RC Celta,1-0,Javier Alberola Rojas
2021-22,31,DOM 10.04.2022,18:30,Elche CF,Real Sociedad,1-2,Guillermo Cuadra Fernández
2021-22,31,DOM 10.04.2022,21:00,Levante UD,FC Barcelona,2-3,José Luis Munuera Montero
2021-22,31,LUN 11.04.2022,21:00,Rayo Vallecano,Valencia CF,1-1,Ricardo De Burgos Bengoetxea
2021-22,32,VIE 15.04.2022,21:00,Real Sociedad,Real Betis,0-0,Isidro Díaz de Mera Escuderos
2021-22,32,SAB 16.04.2022,14:00,Elche CF,RCD Mallorca,3-0,José María Sánchez Martínez
2021-22,32,SAB 16.04.2022,16:15,Deportivo Alavés,Rayo Vallecano,1-0,Juan Martínez Munuera
2021-22,32,SAB 16.04.2022,18:30,Valencia CF,CA Osasuna,1-2,Mario Melero López
2021-22,32,SAB 16.04.2022,21:00,Getafe CF,Villarreal CF,1-2,Pablo González Fuertes
2021-22,32,DOM 17.04.2022,14:00,Granada CF,Levante UD,1-4,Valentín Pizarro Gómez
2021-22,32,DOM 17.04.2022,16:15,Atlético de Madrid,RCD Espanyol de Barcelona,2-1,Jorge Figueroa Vázquez
2021-22,32,DOM 17.04.2022,18:30,Athletic Club,RC Celta,0-2,Alejandro José Hernández Hernández
2021-22,32,DOM 17.04.2022,21:00,Sevilla FC,Real Madrid,2-3,Guillermo Cuadra Fernández
2021-22,32,LUN 18.04.2022,21:00,FC Barcelona,Cádiz CF,0-1,Santiago Jaime Latre
2021-22,33,MAR 19.04.2022,19:00,RCD Mallorca,Deportivo Alavés,2-1,César Soto Grado
2021-22,33,MAR 19.04.2022,21:00,Real Betis,Elche CF,0-1,Javier Alberola Rojas
2021-22,33,MAR 19.04.2022,21:30,Villarreal CF,Valencia CF,2-0,José Luis Munuera Montero
2021-22,33,MIE 20.04.2022,19:00,Atlético de Madrid,Granada CF,0-0,Jesús Gil Manzano
2021-22,33,MIE 20.04.2022,20:00,RC Celta,Getafe CF,0-2,Santiago Jaime Latre
2021-22,33,MIE 20.04.2022,21:30,CA Osasuna,Real Madrid,1-3,Ricardo De Burgos Bengoetxea
2021-22,33,JUE 21.04.2022,19:00,RCD Espanyol de Barcelona,Rayo Vallecano,0-1,Antonio Miguel Mateu Lahoz
2021-22,33,JUE 21.04.2022,19:00,Levante UD,Sevilla FC,2-3,Isidro Díaz de Mera Escuderos
2021-22,33,JUE 21.04.2022,20:00,Cádiz CF,Athletic Club,2-3,Valentín Pizarro Gómez
2021-22,33,JUE 21.04.2022,21:30,Real Sociedad,FC Barcelona,0-1,Carlos Del Cerro Grande
2021-22,34,VIE 29.04.2022,21:00,Sevilla FC,Cádiz CF,1-1,José María Sánchez Martínez
2021-22,34,SAB 30.04.2022,14:00,Deportivo Alavés,Villarreal CF,2-1,Miguel Ángel Ortiz Arias
2021-22,34,SAB 30.04.2022,16:15,Real Madrid,RCD Espanyol de Barcelona,4-0,José Luis Munuera Montero
2021-22,34,SAB 30.04.2022,18:30,Valencia CF,Levante UD,1-1,Jorge Figueroa Vázquez
2021-22,34,SAB 30.04.2022,21:00,Athletic Club,Atlético de Madrid,2-0,Antonio Miguel Mateu Lahoz
2021-22,34,DOM 01.05.2022,14:00,Elche CF,CA Osasuna,1-1,Carlos Del Cerro Grande
2021-22,34,DOM 01.05.2022,16:15,Granada CF,RC Celta,1-1,Juan Martínez Munuera
2021-22,34,DOM 01.05.2022,18:30,Rayo Vallecano,Real Sociedad,1-1,Alejandro Muñiz Ruiz
2021-22,34,DOM 01.05.2022,21:00,FC Barcelona,RCD Mallorca,2-1,Pablo González Fuertes
2021-22,34,LUN 02.05.2022,21:00,Getafe CF,Real Betis,0-0,Adrián Cordero Vega
2021-22,35,VIE 06.05.2022,21:00,Levante UD,Real Sociedad,2-1,Javier Alberola Rojas
2021-22,35,SAB 07.05.2022,14:00,RCD Mallorca,Granada CF,2-6,Ricardo De Burgos Bengoetxea
2021-22,35,SAB 07.05.2022,16:15,Athletic Club,Valencia CF,0-0,Isidro Díaz de Mera Escuderos
2021-22,35,SAB 07.05.2022,18:30,RC Celta,Deportivo Alavés,4-0,Guillermo Cuadra Fernández
2021-22,35,SAB 07.05.2022,18:30,Cádiz CF,Elche CF,3-0,Alejandro José Hernández Hernández
2021-22,35,SAB 07.05.2022,21:00,Real Betis,FC Barcelona,1-2,Antonio Miguel Mateu Lahoz
2021-22,35,DOM 08.05.2022,14:00,Getafe CF,Rayo Vallecano,0-0,Mario Melero López
2021-22,35,DOM 08.05.2022,16:15,Villarreal CF,Sevilla FC,1-1,Jesús Gil Manzano
2021-22,35,DOM 08.05.2022,18:30,RCD Espanyol de Barcelona,CA Osasuna,1-1,Santiago Jaime Latre
2021-22,35,DOM 08.05.2022,21:00,Atlético de Madrid,Real Madrid,1-0,César Soto Grado
